date,open,high,low,close,volume
2019-02-19,1.13121,1.13419,1.1277,1.1312,0
2019-02-20,1.1343,1.13696,1.13259,1.1343,0
2019-02-21,1.13464,1.13658,1.13226,1.13464,0
2019-02-22,1.13398,1.13558,1.13187,1.1343,0
2019-02-25,1.13402,1.13675,1.1338,1.13422,0
2019-02-26,1.13662,1.13786,1.13465,1.13675,0
2019-02-27,1.13942,1.14038,1.13639,1.13932,0
2019-02-28,1.13779,1.1422,1.13608,1.13802,0
2019-03-01,1.13726,1.14089,1.13543,1.13735,0
2019-03-04,1.13753,1.13759,1.13106,1.13759,0
2019-03-05,1.13383,1.13392,1.12932,1.13374,0
2019-03-06,1.13062,1.1325,1.12917,1.13071,0
2019-03-07,1.13125,1.13199,1.12088,1.1314,0
2019-03-08,1.1202,1.12445,1.11861,1.11983,0
2019-03-11,1.1231,1.12575,1.12226,1.12324,0
2019-03-12,1.12589,1.12943,1.12502,1.12592,0
2019-03-13,1.12868,1.13138,1.1279,1.12874,0
2019-03-14,1.13329,1.13359,1.12947,1.13311,0
2019-03-15,1.13076,1.1343,1.13022,1.13084,0
2019-03-18,1.13199,1.13598,1.12347,1.13198,0
2019-03-19,1.13356,1.13636,1.13343,1.13362,0
2019-03-20,1.13531,1.13675,1.13365,1.13549,0
2019-03-21,1.143,1.14399,1.13551,1.14279,0
2019-03-22,1.1374,1.13921,1.12756,1.1375,0
2019-03-25,1.12961,1.13317,1.12905,1.12959,0
2019-03-26,1.13145,1.13289,1.12796,1.13158,0
2019-03-27,1.12745,1.12855,1.12427,1.12748,0
2019-03-28,1.12514,1.1263,1.12152,1.12518,0
2019-03-29,1.12295,1.12461,1.12109,1.123,0
2019-04-01,1.12235,1.12502,1.12099,1.12238,0
2019-04-02,1.1206,1.1214,1.11846,1.12057,0
2019-04-03,1.12029,1.1255,1.12025,1.12039,0
2019-04-04,1.12453,1.12499,1.12093,1.12469,0
2019-04-05,1.12246,1.12415,1.12116,1.12259,0
2019-04-08,1.12221,1.12741,1.12155,1.12196,0
2019-04-09,1.12564,1.1288,1.12564,1.12564,0
2019-04-10,1.12649,1.12829,1.1231,1.1267,0
2019-04-11,1.12761,1.12874,1.12561,1.12765,0
2019-04-12,1.12594,1.1325,1.12583,1.12608,0
2019-04-15,1.13037,1.13225,1.12994,1.13051,0
2019-04-16,1.13044,1.1315,1.1286,1.13049,0
2019-04-17,1.12852,1.13237,1.12818,1.1285,0
2019-04-18,1.13007,1.1306,1.12377,1.12971,0
2019-04-19,1.12361,1.12511,1.12331,1.1236,0
2019-04-22,1.12445,1.12638,1.12367,1.12445,0
2019-04-23,1.12589,1.12613,1.11934,1.1259,0
2019-04-24,1.12245,1.12246,1.11831,1.12244,0
2019-04-25,1.1157,1.1164,1.11217,1.11535,0
2019-04-26,1.11371,1.11728,1.1123,1.11368,0
2019-04-29,1.1149,1.11699,1.11455,1.11503,0
2019-04-30,1.11842,1.12296,1.11766,1.11852,0
2019-05-01,1.12183,1.125,1.12144,1.1216,0
2019-05-02,1.12018,1.12182,1.11736,1.12008,0
2019-05-03,1.11726,1.12007,1.11413,1.11736,0
2019-05-06,1.11871,1.12045,1.11799,1.11858,0
2019-05-07,1.12045,1.12196,1.11761,1.12018,0
2019-05-08,1.11896,1.1215,1.11896,1.11911,0
2019-05-09,1.11975,1.1251,1.11757,1.11983,0
2019-05-10,1.12186,1.12524,1.12186,1.12221,0
2019-05-13,1.12367,1.12634,1.12241,1.12365,0
2019-05-14,1.12324,1.12461,1.12049,1.12325,0
2019-05-15,1.12036,1.12227,1.11804,1.12045,0
2019-05-16,1.12095,1.12244,1.11743,1.12072,0
2019-05-17,1.11748,1.11844,1.11574,1.11736,0
2019-05-20,1.11653,1.1177,1.11513,1.11653,0
2019-05-21,1.11694,1.11832,1.11424,1.11686,0
2019-05-23,1.11551,1.11728,1.11095,1.11555,0
2019-05-24,1.11838,1.1212,1.11781,1.11846,0
2019-05-27,1.12064,1.12183,1.11881,1.12096,0
2019-05-28,1.11936,1.11995,1.11718,1.11938,0
2019-05-29,1.11707,1.11757,1.11259,1.11707,0
2019-05-30,1.11383,1.1146,1.11185,1.11373,0
2019-05-31,1.11299,1.11794,1.11266,1.11311,0
2019-06-03,1.11734,1.1211,1.11622,1.11741,0
2019-06-04,1.12456,1.12778,1.12278,1.12463,0
2019-06-05,1.12551,1.13045,1.12399,1.1254,0
2019-06-06,1.12273,1.13079,1.12238,1.1229,0
2019-06-07,1.12755,1.13482,1.12532,1.12765,0
2019-06-10,1.1319,1.1327,1.1292,1.13202,0
2019-06-11,1.13184,1.13327,1.13048,1.13181,0
2019-06-12,1.13294,1.1343,1.13085,1.13295,0
2019-06-13,1.12931,1.1305,1.12712,1.12956,0
2019-06-14,1.12796,1.12905,1.1215,1.12804,0
2019-06-17,1.1216,1.1246,1.12054,1.12171,0
2019-06-18,1.12271,1.1244,1.11823,1.12246,0
2019-06-19,1.11975,1.12221,1.11887,1.11982,0
2019-06-20,1.12358,1.13152,1.12358,1.12385,0
2019-06-21,1.12932,1.13334,1.12836,1.12956,0
2019-06-24,1.1383,1.14012,1.13738,1.13847,0
2019-06-25,1.14002,1.1414,1.13784,1.14003,0
2019-06-26,1.13685,1.13895,1.13509,1.137,0
2019-06-27,1.13746,1.1383,1.13484,1.13748,0
2019-06-28,1.13714,1.13934,1.13613,1.13729,0
2019-07-01,1.13636,1.13675,1.13057,1.13649,0
2019-07-02,1.12871,1.13211,1.12768,1.12874,0
2019-07-03,1.12909,1.13053,1.12704,1.12931,0
2019-07-04,1.1288,1.12982,1.12743,1.1288,0
2019-07-05,1.1286,1.1288,1.12082,1.12858,0
2019-07-08,1.12279,1.12372,1.12084,1.12274,0
2019-07-09,1.12148,1.12221,1.11953,1.1216,0
2019-07-10,1.12046,1.1263,1.12026,1.12082,0
2019-07-11,1.12613,1.1288,1.12518,1.12589,0
2019-07-12,1.12502,1.1278,1.12397,1.12524,0
2019-07-15,1.12718,1.1286,1.12557,1.12721,0
2019-07-16,1.12609,1.12663,1.1209,1.12618,0
